marker,id,eda_avg,eda_increase,scr_avg,scr_increase,scl_avg,scl_increase,start
physical,flowman,3.7395841145833333,4.8345923417556684e-4,-0.026209298619741424,5.242722335041867e-4,3.765793413203075,9.410572604596953e-5,00:47:34
baseline,frenchie,2.503853125,2.4485543110184792e-5,-0.09417458778619081,2.1609558145949746e-4,2.5980277127861906,0,00:13:54
cognitive1,frenchie,5.368042746113989,4.657489878542511e-4,-0.12126644032266713,5.671153603124461e-4,5.489309186436657,5.033034174209241e-5,00:21:37
cognitive2,frenchie,3.975901505235602,3.4691539846179414e-5,-0.23456566927974679,2.742518623524614e-4,4.210467174515348,2.0534546599648766e-7,00:26:02
physical,frenchie,6.5918,0.0014204219848918983,-0.04647804044019651,0.0012713592980761468,6.638278040440197,6.579378402506337e-4,00:43:03
baseline,futas,7.933701033464567,5.660841742554749e-4,-0.17631831041405474,7.0011208894475e-4,8.110019343878621,5.116263603739216e-5,00:15:08
physical,futas,12.92522623966942,0.002566520278997676,0.0026218368531863265,0.002495554309084901,12.922604402816235,4.1069826344875573e-4,00:21:01
cognitive1,futas,13.325892307692307,0.0012939573649623317,-0.07264643309828596,0.0013659997840700907,13.398538740790594,2.3195079083341677e-4,00:36:25
cognitive2,futas,12.266111766581632,0.00104624461808324,-0.1034498204799772,0.0011348321751346172,12.36956158706161,1.7569090386650908e-4,00:40:00
baseline,fuggony,-18.533089876033056,0.002720743993800048,-0.04303363990843308,0.002692267782518845,-18.490056236124627,5.744560855080673e-4,00:16:34
physical,fuggony,-17.45959140625,0.002450898671529039,0.0036116001378313704,0.0024018989531155006,-17.463203006387833,4.1775076124396976e-4,00:22:29
cognitive1,fuggony,-20.788484375,0.003700146508220735,0.19350088919640585,0.003344446128137187,-20.981985264196407,0.001033569733697771,00:41:07
cognitive2,fuggony,-17.03170796319797,0.001967317150563215,0.09612883096815121,0.001776017696032861,-17.12783679416612,5.892814635194565e-4,00:44:33
baseline,gazda,6.8289859375,0.0012737692107319617,-0.03311348931460951,0.0012769689789782056,6.862099426814609,2.249462965619492e-4,00:13:25
cognitive1,gazda,7.91208642578125,0.0018131206251017422,-0.04195003692067181,0.001823701871259803,7.9540364627019216,2.59301291014382e-4,00:21:08
cognitive2,gazda,8.224329967948718,0.001925148260939254,-0.09853840371665386,0.0020031634221504596,8.322868371665372,2.560857960638932e-4,00:24:54
physical,gazda,8.7170359375,0.0026178692367804144,0.13358738251255625,0.002506312923728258,8.583448554987443,8.069895933585548e-4,00:42:13
baseline,ggmy26,4.108856197033898,1.9629139072847838e-4,-0.09491744642270662,3.547943480399917e-4,4.203773643456604,5.370755099260643e-5,00:15:59
physical,ggmy26,5.385211458333333,8.127116436572024e-4,-0.08653412719969418,9.035957961506868e-4,5.471745585533028,8.358861029488197e-5,00:22:10
cognitive1,ggmy26,5.420859132124352,3.206477732793526e-4,-0.09335729506587108,4.5189645942168236e-4,5.514216427190223,2.4059182377026402e-5,00:41:05
cognitive2,ggmy26,5.520543526785715,2.9883591133790445e-4,-0.15847009366124892,5.007250712012346e-4,5.6790136204469635,2.455875504142178e-5,00:44:38
baseline,gyongyharmat,2.8471146694214875,1.7592353397054956e-4,-0.06984868924603732,3.067185499431883e-4,2.916963358667525,3.4922311880308846e-5,00:14:24
physical,gyongyharmat,4.861004166666667,6.908048971086212e-4,-0.07588917101869352,7.691836960397931e-4,4.93689333768536,6.901806763177089e-5,00:20:38
cognitive1,gyongyharmat,3.6919220377604165,2.055998697704703e-4,-0.11356900640714974,3.605336222000324e-4,3.8054910441675665,2.8465213541637263e-5,00:34:23
cognitive2,gyongyharmat,2.9131074420103094,2.1749637506041604e-4,-0.013974157466672289,2.672010087163673e-4,2.927081599476981,5.8648412114791164e-5,00:37:52
baseline,gorbebogre,6.80679175420168,0.0022913054898870498,0.09563621063310028,0.0020191384484810437,6.71115554356858,8.272046289692485e-4,00:14:33
cognitive1,gorbebogre,8.304129695595854,0.0025815384615384637,0.01086289478310953,0.002519465934968773,8.293266800812745,3.0310472769299777e-4,00:22:29
cognitive2,gorbebogre,8.671127724358975,0.0023713736175669173,-0.007536483711374525,0.002340776156959762,8.678664208070348,2.957050029777407e-4,00:26:43
physical,gorbebogre,9.51021612394958,0.0032369319674284223,-0.055492239487698554,0.0032243935299509576,9.565708363437277,2.893720264032178e-4,00:43:53
baseline,hold,8.727763655462185,0.0012949829261885999,-0.017176924697811416,0.001317603115818868,8.744940580159996,2.0934194391731764e-4,00:14:45
cognitive1,hold,9.853417467948718,7.528450072126962e-4,-0.05711497935843212,8.364626322744109e-4,9.91053244730715,1.0872458987247999e-4,00:22:24
cognitive2,hold,10.386215705128205,0.0011213335470427951,-0.13437386851810673,0.0012381554230676084,10.520589573646312,1.4011544998828146e-4,00:25:59
physical,hold,9.849697395833333,4.51680125032562e-4,-0.10464303058382005,5.911499355866645e-4,9.954340426417152,6.886032860624034e-5,00:40:59
baseline,hviki,1.2804973958333332,8.335504037509891e-6,-0.020302096836083902,6.679898735099784e-5,1.3007994926694173,6.653805111426608e-7,00:13:12
cognitive1,hviki,3.2652574869791664,2.557382386456131e-4,-0.19437053521974718,4.5292056493174087e-4,3.4596280221989137,1.0009357651756168e-5,00:20:40
cognitive2,hviki,3.109371014030612,3.766544410779784e-4,-0.08251450133870086,4.674359640610607e-4,3.191885515369313,1.0086953422613628e-4,00:24:21
physical,hviki,5.569811974789916,0.0021646966115051237,-0.014405081633356716,0.002144218063534193,5.584217056423273,3.389664431167553e-4,00:41:23
baseline,indian,0.8485381944444446,5.343307507347052e-7,-0.003251530873997454,1.0575341244862977e-5,0.851789725318442,0,00:15:51
cognitive1,indian,1.5558668619791667,3.451082532964342e-5,-0.04571637393632569,1.5279862449536983e-4,1.6015832359154922,6.841460193921723e-6,00:24:05
cognitive2,indian,1.4391307692307693,2.740823849975955e-5,-0.02270817998675045,9.536173867202845e-5,1.4618389492175197,7.344348490323515e-6,00:28:03
physical,indian,3.9880922379032255,8.7143937484245e-4,-0.005113954248874809,8.351528195473754e-4,3.9932061921521007,2.650159973425231e-4,00:46:55
baseline,jas,7.99188025210084,0.0013320199632256362,-0.043535684885992354,0.0013156151558131111,8.035415936986833,3.2642161148302293e-4,00:14:21
physical,jas,10.166193539915966,0.0030506960861570813,-0.006933376973110719,0.0030282281680248362,10.173126916889077,3.042270065186009e-4,00:20:10
cognitive1,jas,11.351632649739583,0.0017934234087579333,-0.16236198219631875,0.0018964590366842735,11.513994631935901,1.7076418935628478e-4,00:37:13
cognitive2,jas,9.839489903846154,6.002564513543841e-4,-0.2908685445168763,8.242422467740619e-4,10.13035844836303,1.4296406589670374e-5,00:40:52
baseline,kapu,10.80005987394958,0.001515629104281586,-0.05486026412926427,0.001573661147949735,10.854920138078844,3.6606974791866445e-4,00:14:18
physical,kapu,11.64160078125,0.0019473821307632198,-0.060715932972449815,0.00199873539490629,11.70231671422245,1.71326804724148e-4,00:19:37
cognitive1,kapu,10.500774576822916,3.698518639101379e-4,-0.030631531601742323,4.3589919635635165e-4,10.53140610842466,4.88909754700428e-5,00:35:47
cognitive2,kapu,10.555959980867348,5.120395471216738e-4,0.019419639738841876,5.059306923149196e-4,10.536540341128505,1.1751004533821901e-4,00:39:18
baseline,kuncz_kerdeses,9.58600859375,6.558999739515491e-4,0.04220843186895207,6.169802229125561e-4,9.543800161881048,1.7435563978949984e-4,00:13:02
physical,kuncz_kerdeses,9.670443229166667,3.310758009898404e-4,-0.044397662886502313,4.2198160534475787e-4,9.71484089205317,1.767192852464008e-5,00:19:03
cognitive1,kuncz_kerdeses,10.124076315789473,3.8328672479026154e-4,-0.020360321482307844,4.330158120004518e-4,10.144436637271781,5.141746258984868e-5,00:36:07
cognitive2,kuncz_kerdeses,10.068545512820513,4.5247635839076926e-4,-0.010522767024572619,4.953679697938772e-4,10.079068279845085,6.328912493395367e-5,00:39:40
baseline,labdarugas,2.1496875,4.8857368006304395e-5,0.004982970716446767,5.476854422802822e-5,2.1447045292835534,2.4947158111653368e-5,00:14:02
cognitive1,labdarugas,3.7128821614583334,3.5259645124532024e-4,-0.005124645398304164,3.8587991287934427e-4,3.7180068068566374,7.431439451958935e-5,00:20:57
cognitive2,labdarugas,3.8133192307692307,3.6608430838275306e-4,-5.183356830439066e-5,3.958534332437999e-4,3.813371064337535,9.338732420733863e-5,00:24:28
physical,labdarugas,5.303193277310925,5.077488836354087e-4,-0.06678451919337898,6.218516288508354e-4,5.369977796504303,7.064018620530672e-5,00:41:12
baseline,lada,4.712360795454545,0.00822603978300181,0.2045735975761191,0.007823550214935632,4.507787197878426,0.001034314163453799,00:13:14
cognitive1,lada,5.667959844559586,0.010096356275303644,-0.03084982019401198,0.010174095194926581,5.698809664753598,6.2783541742384e-4,00:20:45
cognitive2,lada,6.1625720038659795,0.004753020782986951,-0.007545577932080623,0.004776159863173089,6.17011758179806,3.7288790346769017e-4,00:24:14
physical,lada,5.324890028625954,0.0074815079933190165,-0.05060851467435516,0.007591585021572334,5.375498543300309,4.168247739700963e-4,00:40:31
baseline,magnezium,4.441366927083333,2.839281062776776e-4,0.019229670320881402,2.7644562369584725e-4,4.422137256762452,8.070030796092744e-5,00:12:57
cognitive1,magnezium,7.928189127604167,4.1201367410060344e-4,-0.07620968199815056,5.363308203758733e-4,8.004398809602318,9.539454762431166e-5,00:23:46
cognitive2,magnezium,7.877192976804124,4.171097148380864e-4,-0.07595962861729338,5.387086890548311e-4,7.953152605421417,6.484032769335608e-5,00:27:55
physical,magnezium,10.79183849789916,0.0026291042815865515,0.03382440958365212,0.0024957585844837494,10.758014088315507,4.597982720431009e-4,00:42:02
baseline,melegvagyokmentskiinnen,3.1518794270833332,6.84813753581662e-4,0.044585368713913526,6.5230353339547e-4,3.1072940583694195,1.93685985898905e-4,00:11:36
physical,melegvagyokmentskiinnen,6.476064322916667,0.0013336806460015624,-0.1733263297793063,0.0014444715303545436,6.649390652695973,2.0656108666863908e-4,00:17:47
cognitive1,melegvagyokmentskiinnen,5.81230859375,8.780726029627216e-4,-0.1760582551265278,9.923382284032765e-4,5.988366848876527,2.0019329068266805e-4,00:32:07
cognitive2,melegvagyokmentskiinnen,5.716226923076923,5.34380509697068e-4,-0.18181511049534396,6.543322622333319e-4,5.898042033572267,9.759946030448088e-5,00:37:02
baseline,mindegy,3.7770963541666664,2.1724407397759858e-4,-0.03005998791199676,3.013481227947205e-4,3.807156342078663,4.997859336344028e-5,00:13:41
cognitive1,mindegy,4.1842304487179485,2.3609552812950692e-4,-0.014639109984062794,2.791556393616806e-4,4.198869558702011,2.2797973847174843e-5,00:21:27
cognitive2,mindegy,4.240995695153061,2.3919630043055463e-4,-0.005966915465663069,2.6302502811899423e-4,4.246962610618724,2.3758698603958965e-5,00:26:38
physical,mindegy,4.244636197916667,1.4222453764001095e-4,-0.02800641650441469,2.1476949675915813e-4,4.272642614421081,7.370877005057837e-6,00:42:18
baseline,mitya,1.31349609375,3.803073717113824e-5,0.0018347988366382718,4.978286885867387e-5,1.3116612949133617,2.277571656356159e-5,00:14:07
cognitive1,mitya,2.354242389896373,1.2080971659919035e-4,-0.038303437301229926,2.1896640555650024e-4,2.392545827197603,1.821080024333404e-5,00:22:20
cognitive2,mitya,2.786574519230769,3.8403590318961394e-4,-0.020130980057515242,4.608926379043247e-4,2.8067054992882845,1.0960683761702584e-4,00:26:10
physical,mitya,3.6070195312499997,2.5657723365459705e-4,-0.12556789468804028,4.2494696926270736e-4,3.73258742593804,5.8111722062661513e-005,00:42:25
baseline,mosomedve,4.52393881302521,4.872603099553462e-4,0.006596258629443911,5.011939102497273e-4,4.517342554395766,0.00010486189149629111,00:15:21
physical,mosomedve,6.6343533854166665,8.773117999479035e-4,0.08146687566194805,7.61005634608291e-4,6.552886509754718,2.7508588065024197e-4,00:22:02
cognitive1,mosomedve,5.790841471354167,3.937815399641849e-4,0.007007392897235272,3.9952167233350084e-4,5.783834078456931,6.447664627905468e-5,00:38:22
cognitive2,mosomedve,6.135828205128205,4.8725757332905757e-4,0.012095937012087615,4.855552153172119e-4,6.123732268116117,1.0116970086641569e-4,00:41:47
baseline,malna,11.186624212184874,0.001616495928552667,-0.010195272020663193,0.0015662930146850712,11.196819484205538,3.1910817244424955e-4,00:14:29
cognitive1,malna,14.3451162109375,0.0019145368712355534,-9.203982620204711e-4,0.0018166339370504804,14.34603660919952,4.206111742346236e-4,00:25:25
cognitive2,malna,14.846710096153846,0.0020979323609552807,-0.05755273701888319,0.002090842241298983,14.90426283317273,4.2175311188491976e-4,00:29:11
physical,malna,16.008190340909092,0.0017899767501937526,-0.14763666200212386,0.0018776465465517255,16.155827002911217,3.4821864308175307e-4,00:45:52
baseline,mehpempo,2.917825,7.593123209169053e-4,0.03493754649320562,6.751920425796925e-4,2.882887453506794,3.303373726632298e-4,00:12:59
physical,mehpempo,3.5057432291666664,7.270122427715557e-4,-0.0687174581256199,7.722611801656632e-4,3.5744606872922864,8.317107056064795e-5,00:17:37
cognitive1,mehpempo,4.924557454427084,9.044440826957523e-4,-0.06489437605918928,9.492026898710916e-4,4.9894518304862725,1.6602657297237105e-4,00:21:01
cognitive2,mehpempo,5.110939891581633,0.0012991548397384798,-0.012278575442538254,0.0012777901622917003,5.123218467024171,2.1661249827632128e-4,00:24:30
baseline,napfeny,4.633659423828125,0,-0.05648160071773672,1.4316693398399888e-4,4.690141024545862,0,00:15:46
cognitive1,napfeny,10.71377516025641,1.843244109632963e-4,-0.1797188545153894,3.6907481035936647e-4,10.8934940147718,1.2604440646741417e-005,00:24:50
cognitive2,napfeny,10.89059990530303,3.984214680347273e-4,-0.1642608798017115,5.975483738035999e-4,11.054860785104742,1.49514438544912e-4,00:28:23
physical,napfeny,10.67260382231405,6.347197106690803e-4,-0.07840740367747638,7.396628854164204e-4,10.751011225991526,5.4997488815096793e-5,00:44:06
baseline,napsutes,6.405930409663865,0.0017685841870239026,0.17787563258914174,0.0015523024564438011,6.228054777074724,6.595145856598106e-4,00:13:29
cognitive1,napsutes,9.963637369791666,0.004329969070486736,-0.030448970126856604,0.004244739870654821,9.994086339918523,5.466831710903898e-4,00:19:59
cognitive2,napsutes,10.223370352564103,0.003385157877865044,-0.12580846934528955,0.00339507731693552,10.349178821909392,3.872160963589009e-4,00:23:33
physical,napsutes,10.071186197916667,0.0025152383433185723,-0.3089105913908589,0.002638160788815703,10.380096789307526,2.297388011153839e-4,00:39:15
baseline,nc1xin,4.4518484375,2.6621516019796875e-4,-0.014472803459171148,0.00031315006868731945,4.4663212409591715,5.838885731069688e-5,00:13:51
physical,nc1xin,4.7850391281512605,4.630942999737312e-4,-0.06602872911877987,5.647690804408918e-4,4.85106785727004,4.6021593917150735e-5,00:20:22
cognitive1,nc1xin,4.6695625,1.727169135601499e-4,-0.07185705230521147,3.1077132851483637e-4,4.741419552305212,3.714669634866274e-5,00:39:28
cognitive2,nc1xin,4.6393867984693875,3.4763195662573787e-4,-0.032068653347941754,4.263161976928238e-4,4.671455451817329,1.1327288619797458e-4,00:43:02
baseline,nem c56qme,8.63722520661157,7.545853784551794e-4,-0.025054123519648214,7.967349299164472e-4,8.662279330131218,1.1996694507797609e-4,00:13:51
physical,nem c56qme,8.862112239583332,7.90309976556396e-4,0.0016488482576012611,7.975716941898739e-4,8.860463391325732,1.3468772069943308e-4,00:18:53
cognitive1,nem c56qme,8.992055338541666,7.144717564707773e-4,0.010575280631254522,7.029365324986706e-4,8.981480057910412,1.5461006312903012e-4,00:35:36
cognitive2,nem c56qme,9.027704487179488,6.057060426350348e-4,-0.020193678816060982,6.455603032942217e-4,9.047898165995548,6.933718729803494e-5,00:39:29
baseline,noncsi,7.4489640231092435,1.4709745206199587e-5,-0.08090012990100953,1.953912500425687e-4,7.529864153010253,0,00:13:45
cognitive1,noncsi,7.2199912109375,1.1069510011395165e-5,-0.07002349311775119,1.7600261605842007e-4,7.290014704055251,0,00:20:59
cognitive2,noncsi,7.253395673076923,3.144734733130312e-4,-0.03456310283615913,4.173953076522831e-4,7.287958775913082,7.877578327006439e-5,00:24:47
physical,noncsi,7.073126302083334,1.5629070070331176e-5,-0.06821828728303893,1.7634607390085434e-4,7.141344589366372,6.525544314266517e-8,00:40:55
baseline,oroszlan,5.508514322916667,0.0014506381870278725,-0.05458638408146783,0.0014902860111528856,5.563100706998134,1.5031459737321562e-4,00:13:22
physical,oroszlan,5.284975409836066,0.0012331539841147847,-0.07543148899703479,0.001312442399838538,5.360406898833101,1.0018766297393669e-4,00:20:30
cognitive1,oroszlan,5.087262886597938,9.384565812792023e-4,-0.01833906753240187,9.405537093735002e-4,5.10560195413034,2.522471398272534e-4,00:38:08
cognitive2,oroszlan,5.075633859536082,5.658127920090213e-4,-0.11516642727816462,6.970085421937661e-4,5.190800286814247,5.2390985708810485e-5,00:42:01
baseline,palacsinta,5.5533681722689074,1.4762280010506944e-4,-0.1035666938759993,3.3216095338387024e-4,5.656934866144907,1.5843370177591878e-5,00:13:51
cognitive1,palacsinta,6.117592130829015,2.953846153846154e-4,-0.041252526726196156,3.8605913199916546e-4,6.158844657555211,4.318360816503235e-5,00:22:08
cognitive2,palacsinta,6.216422756410257,1.7246353582304807e-4,-0.07583932528929202,3.08884107029217e-4,6.2922620816995485,1.602637680781831e-5,00:26:15
physical,palacsinta,7.114758072916667,0.0012656941911956237,0.01962819680440669,0.001203523287541583,7.09512987611226,2.1731960596770575e-4,00:42:07
baseline,paprikaskrumpli,8.842127100840337,1.597058050958743e-4,-0.05759795450402659,2.8252546113616267e-4,8.899725055344362,5.758856514348913e-6,00:13:12
physical,paprikaskrumpli,9.076303125,2.2636103151862274e-4,-0.048828171102014345,3.302975054457049e-4,9.125131296102014,1.3012927618816177e-5,00:18:44
cognitive1,paprikaskrumpli,8.922954413659793,1.0858707910424022e-4,-0.03870865626682598,2.038830963020319e-4,8.961663069926619,5.085124807817809e-6,00:35:46
cognitive2,paprikaskrumpli,8.709474011479593,1.054058363897296e-4,-0.02675427501842675,1.7808754032276201e-4,8.736228286498019,8.780343873635725e-6,00:39:25
baseline,paradicsomos teszta,12.223161979166667,8.28340713727523e-5,-0.24033221839349347,2.685033126043624e-4,12.46349419756016,6.098867046603159e-6,00:14:39
cognitive1,paradicsomos teszta,15.152757610103627,0.001953360323886643,-0.006695738062135254,0.001940439335895788,15.159453348165762,3.659168861616688e-4,00:22:45
cognitive2,paradicsomos teszta,15.055035714285713,0.0016786796364216263,-0.07569886418874937,0.0017257177945376092,15.130734578474463,2.3555125804812917e-4,00:26:31
physical,paradicsomos teszta,14.99276050420168,0.0027147360126083503,0.0059456641673950325,0.002640646530078684,14.986814840034286,4.342622591393687e-4,00:43:36
baseline,pillango,1.824611607142857,2.7318098240083964e-5,0.0012605605414157297,3.7292026892000265e-5,1.8233510466014413,1.7357030142734252e-5,00:13:08
physical,pillango,5.658642361111111,8.824113123294471e-4,-0.06928087474229842,8.149273967100104e-4,5.727923235853409,3.565467199244405e-4,00:19:20
